Review Text,Review Title,Star Rating,negative,neutral,positive
Awesome apps whenever I get T shirts or any other things which I need for vocational well I would definitely go for the SAP Lab the application recommended to my friends,,5,0.0,0.615,0.385
Amazing app with so many qualities in a different clothes so easily,Good,5,0.0,0.565,0.435
amazing app with all kinds of clothes and al are available for rental services here really great app awesome one,,5,0.0,0.575,0.425
amazing app amazing amount of products and you can already get whatever you want great to use it instead of apps like roposo,,5,0.0,0.537,0.463
Amazed at the number of responses I am getting by wearing these clothes everyone is so impressed by it thank you so much,,5,0.0,0.621,0.379
Amazing app has so many excellent features so many great updates to,Hiii,5,0.0,0.425,0.575
All the products that I'll ever available to rent from here so was collection of clothes I love it,,5,0.0,0.802,0.198
after spending hours and lots of money i end up getting clothes which i dont use more than once a year rent clothes is super easy,Good,5,0.0,0.755,0.245
Amazing app I was never so shop before this app is amazing in quality and quantity newlines one of the best shopping app ever I totally recommended to get one of the best app awards,,5,0.0,0.561,0.439
online shopping is very simple with this application great work by developers I would definitely ask you to down loaded for rent in cloth,,5,0.0,0.755,0.245
once you get this app I am totally completely sure that you would not have to buy expensive cloth anymore and waste your money on it this app completely takes care of all such,,5,0.072,0.766,0.162
amazing quality of clothes I was totally impressed with the choice that I had decided and it arrives on time great for women shopping,,5,0.0,0.627,0.373
Flyrobe is the perfect place to find all kinds of clothes and you can rent them for many times that you want,,3,0.0,0.8,0.2
arya7314,,5,0.0,1.0,0.0
Jfje djf wj dkdnwhn ckwmw dkw dje fkwbfkrn eif ej gocnw gox enf - Odom,,5,0.0,1.0,0.0
Thankyou,Loved,5,0.0,1.0,0.0
If you are thinking about getting any application for clothes and renting them then this would be your go to App,,5,0.0,1.0,0.0
If you are a passion lover then you need to get definitely close from the sun you can rent services so easily,,5,0.0,0.574,0.426
i would love everyone to get the app it makes women shopping so much easier and i can now use less money and dress differently everytime,,5,0.0,0.751,0.249
"I was searching for a good shopping app from many days , finally found it , flyrobe , so cooool !!",,5,0.0,0.812,0.188
I would definitely rent this application to all my friends and they all also love it it is really great to use this application,,5,0.0,0.569,0.431
I would definitely give this application of 5 star rating while voonik and a source word not be as good as this month's,,5,0.104,0.779,0.117
I used to shop on koovs as a lot but from the moment I found out about this application has been using it for women shopping a lot it has been working really well,,5,0.0,0.904,0.096
i was doubtful about using this app but this is actually so much better than getting clothes from koovs or any otger such store,Nice,5,0.063,0.779,0.158
i tried the app to rent clothes for a wedding function i had to attemd yesterday it has Been amazingly easy to use and keeps so simple,,5,0.0,0.878,0.122
i tried the app to rent clothes for a wedding function i had to attemd yesterday it has Been amazingly easy to use and keeps so simple,,5,0.0,0.878,0.122
i rarely attend parties and when ever i do i find buying clothes from voonik is very difficult to do instead you can get this app,,5,0.194,0.806,0.0
i like the idea of rent clothes which i wear very often much needed app for everyone best part is that they offer rental clothes for all men and women too,,5,0.0,0.801,0.199
I recently got dressed from this application the rental service was really good the service was delivered on time happy with newline online shopping news made so much fun and easy with it I do not have to spend so many hours searching for the right product I can instead rent it,and,5,0.0,0.771,0.229
I have top using reporter from the time I have gotten the tab this is so much better and better,,5,0.0,0.648,0.352
I don't know why there are so many bad reviews when this application is really totally worth it you have to try it for yourself to see how good it is,,5,0.105,0.747,0.149
I don't intend to shop a lot but somehow I end up buying a lot more than I need this application has helped me to rent clothes and same on all the money,,5,0.0,1.0,0.0
I don't buy from koovs on voonik or oppose anymore I just read this application rent clothes get French rent clothes online,,5,0.0,1.0,0.0
I am totally good dance application this one of the best applications for all kinds of women shopping online every time I need a new dress to wear I need not by Deccan simply rented from flyrobe which is so much better,,5,0.0,0.768,0.232
I am surprised to find that this application is so popular I'm on my friends I have been using it only for the past week now and I am totally happy with its,,5,0.0,0.673,0.327
i am so addicted to this app i would alwats rent clothes from here instead of getting clothes from apps like koovs and spend a lot of useless money,Ncy,5,0.096,0.819,0.085
I am completely happy and satisfied with the service I would never go for any other application to rent clothes,,5,0.0,0.694,0.306
I am a big fan of this application ever since I got the best restaurant from this application for my party,,5,0.0,0.62,0.38
Love it,,4,0.0,0.192,0.808
Happy with the way the services are provided in this application you can rent clothes so easily,,5,0.0,0.688,0.312
Happy with the entire service provided the women shopping has been made so much easier with that great application thanks to this one,,5,0.0,0.58,0.42
Guide to get clothes on this application for quite a few times now and every time it was delivered properly,,5,0.0,1.0,0.0
Great service I would definitely hope for them to keep continuing this all times,,5,0.0,0.508,0.492
Great response from the customer care you can get all kinds of clothes and accessories to match with which you would not be able to buy so easily,,5,0.0,0.706,0.294
Good,Good,5,0.0,0.0,1.0
Great to use amazing brilliant application they have a number of products to choose from,DeV lAmbA,5,0.0,0.435,0.565
Great discounts available Orissa from time to time so much better than can other applications of that kind,,5,0.0,0.584,0.416
Great apps it's a completely different idea which I would totally appreciate renting cloth is a great teacher for me I use it all the time,Max,5,0.0,0.629,0.371
great collection of clothes to wear offers so many features to rent so easy i have stopped using apps like voonik any more must have app,,5,0.065,0.627,0.309
Great application great results you can always get clothes at a cheaper rate rather than buying costlier products,,5,0.0,0.647,0.353
Great application look cool and very fast at the same time great for women shopping,Awesome,5,0.0,0.533,0.467
Great application great concept the women clothing is also great with the new update you can also shop for mens,,5,0.0,0.58,0.42
Great application for women shopping it is simply the best which you need to try and know about it,,5,0.0,0.672,0.328
Great app with lots of cool features asos is another app which I will never use again this app is really cool to use good women clothing online,,5,0.0,0.665,0.335
Good appOne of the best apps for purchasing wears,,5,0.0,0.496,0.504
great app has so many great products which are available for everyone you can use this app to rent clothes instead of using other apps like roposo,,5,0.0,0.692,0.308
great app with great choice of women clothing you would regret that you did not get this app sooner and i absolutely recommend you to get it,,5,0.078,0.615,0.307
Have so many problems with the application by the customer service was really good and they help me out to rent clothes directly,,5,0.103,0.693,0.204
got this app because i loved the idea and makes it so much easier to shop and you will stop shopping from roposo and all other such apps,,5,0.066,0.723,0.21
Got the application on the Recommendation of a friend a few days ago I was using unique until then voonik was not as good as the SAP,Super,5,0.087,0.797,0.116
Good work app development team renting cloth heavy weight so much good experience with that thank you so much,Good,5,0.0,0.651,0.349
Good product and great prices they already distribute the prices of all the taxes to easily,,5,0.0,0.58,0.42
"for the best women shopping, you have to download flyrobe , it is totally cool app, the full fledged app for wpmen",,5,0.0,0.737,0.263
Free application theme has really put in a lot of efforts and developing visa application totally worth it I am totally impressed by a,,5,0.0,0.669,0.331
"for just lauched branded clothes , you must only reefer flyrobe , other apps are just waste of time !",,5,0.162,0.838,0.0
"for evryday new look , you must shop from flyrobe , you will have fabulous new look evryday , roposo not have such varieties",,5,0.0,0.855,0.145
For events like parties it has been very difficult to choose and buy new clothes again and again flyrobe makes it so easy,,5,0.091,0.618,0.291
"flyrobe provides you , your prodduct on requested time , they won't delay at all , this app has many more appreciable features than other apps",Hi,5,0.0,0.918,0.082
Flyrobe has been a great companion for buying clothes I was entirely using it I am really really happy,Awesome,5,0.0,0.626,0.374
"flyrobe is 100% better than voonik , voonik has less number of varieties",,5,0.0,0.719,0.281
 You will get each and evey type of cloth over this app,,5,0.0,1.0,0.0
Extraordinary app and a lot a lot of fashion accessories you can find within this application you can never go wrong with that,,5,0.0,0.887,0.113
Every review here is so good I was tempted to try this application and it was really great choice,,5,0.0,0.663,0.337
Easy to navigate and simple to use the entire application UI is designed to be able to please,Like it,5,0.0,0.755,0.245
dressing online has been very easy and they have a lot of cool features completely prefer it over apps like roposo,,5,0.0,0.68,0.32
Discovering Suman latest trends are easier with this application I got a good tea which was really great special,,5,0.0,0.499,0.501
Flyrobe is my gotra application Flyrobe is my gotra application whenever I need to get fashion clothes for an occasion I simply get them from here whenever I need to get fashion clothes for an occasion I simply get them from here,U,5,0.0,1.0,0.0
delightful app you can have fun shopping and rent clothes as often as you want to ,delightful app you can have fun shopping and rent clothes as often as you want to .. with apps like voonik it is very costly to use,5,0.0,0.607,0.393
 with apps like voonik it is very costly to use,delightful app you can have fun shopping and rent clothes as often as you want to .. with apps like voonik it is very costly to use,5,0.139,0.656,0.205
Definitely one of the best options that you can ever get online I would recommend you to try it no matter what you do,,5,0.072,0.586,0.342
Dare to you so many options I am totally impressed with the application,,5,0.0,0.764,0.236
Current affairs leaders really great you can get clothes and also matching accessories on brand which makes it so much easier to use,,5,0.0,0.738,0.262
"customer services of asos and roposo are not good , flyrobe provides better customer services than this , far bettter app than other, seriously!",,5,0.167,0.722,0.11
Devar se notify you whenever there is a size or something is not available great for getting the clothes that you want,Devar se notify you whenever there is a size or something is not available great for getting the clothes that you want,5,0.14,0.805,0.055
Coolest app supports all my devices I am so happy to know it is so great newlines weird collection timely delivery and such a great app to keep up with,,5,0.046,0.539,0.415
Create application it is really awesome you should definitely try it,,5,0.0,0.465,0.535
Great application great responsive the clock quality of clothes is also really good,,3,0.0,0.393,0.607
Cool have breathe interface you can find everything online from this rental store and get it for any number of days that you want so easy to use,,5,0.0,0.735,0.265
Cool girl unique are not quite as good as this application I would definitely ask you to Brent close instead of my name for long term use,,5,0.085,0.751,0.163
Completely great app they have a wide variety of wedding dresses annual party wear to look for the women clothing section is very wide,,5,0.0,0.748,0.252
clothes buying has always been difficult and it has been very difficult to shop online ffor women clothing you can always get from this app really good,,5,0.155,0.746,0.099
Buying clothes is really tough task and sending them through this rental makes it so much more easier to use women clothing is good but I also like the men clothing collection which is unique to the SAP,,5,0.033,0.79,0.177
Buying clothes from who is quite costly that is why I got this application and I have been using it ever send newline this application just made my day this is an entire new revolution in women shopping you cannot better get better than this,,5,0.14,0.86,0.0
Brilliant application has been using it from a really long time and I am happy easy early happy with the service,,5,0.0,0.515,0.485
koovs shopping app is very costly if you end up spending more money than you intended to but this application saves you the whole lot of troubles,,5,0.176,0.824,0.0
Koovs is not as good as this application this is a must have for all women shopping you need to get it soon,Love it,5,0.103,0.897,0.0
Keep up the great job guys renting close is a great service and I would continue serve the best as ever,,5,0.0,0.563,0.437
Cheap delivery charges and cheap rental services to you would have no problem with that over all,,5,0.333,0.667,0.0
Keep up the good work guys this is one of my favourite apps to rent clothes online I would never trust any other App like voonik,Reply awesome app,5,0.09,0.731,0.179
Instead of buying clothes that you do not use over a long,,5,0.0,1.0,0.0
 of time simply rental from this application great for women shopping,,5,0.0,0.709,0.291
koovs Amir Palace services they have a really great update every time and better than asos,,5,0.0,0.641,0.359
Innovative application letter lots of advantages they have been in this field for quite a long time and they know all about women shopping few lines printing cloth has been so much easier the delivery is very punctual which I like very much great application,Hi,5,0.0,0.709,0.291
In my phone never use such a awesome product it always gives me all kind of new services to use from thank you so much,,5,0.119,0.792,0.09
In addition to women clothing men clothing also really good all kinds of fruits and other formal wear table for men through this application,,5,0.0,0.878,0.122
Impressed by the application this one has a lot many options to get so many close,,5,0.0,0.819,0.181
If your planning to get any costly application then do not try another application like we need all the accessories and dresses for every kind of occasion is available through flyrobe,,5,0.043,0.881,0.076
IM am sure that once you get this application you will never think of Fine Cloth anymore,,5,0.084,0.794,0.122
Instead of using roposo to buy close every time I use this application it is so much more easier and effortless I also save a lot of money,,5,0.0,0.778,0.222
I like this app,,5,0.0,0.444,0.556
nice aap,,5,0.0,0.263,0.737
Good app,,5,0.0,0.256,0.744
Best app help ful app,,5,0.0,0.303,0.697
Nice app,,5,0.0,0.263,0.737
Loved it,,5,0.0,0.204,0.796
"way ahead of koovs, boy! There is nothing quite like flyrobes",,5,0.208,0.792,0.0
 Thanks a ton,,5,0.0,0.256,0.744
there is nothing quite like this app,,5,0.279,0.721,0.0
 Seriously better than koovs,,5,0.258,0.303,0.439
in my opinion this app works better than koovs and others,,5,0.0,0.775,0.225
 Way better than others,,5,0.0,0.508,0.492
perfect app,,5,0.0,0.213,0.787
 This one sails better than koovs,,5,0.0,0.633,0.367
 I am loving it,,5,0.0,0.339,0.661
wow! This one outsmarts koovs by miles,,5,0.0,0.595,0.405
 I like it,,5,0.0,0.286,0.714
wow app,,5,0.0,0.208,0.792
" Seriously, this one is like so good, hands down better than koovs",,5,0.09,0.425,0.485
love it,Excellent,5,0.0,0.192,0.808
 This app has simplified women shopping for me,Excellent,5,0.0,1.0,0.0
 I am happy for sure,Excellent,5,0.0,0.25,0.75
the choices when one talks of women shopping are enormous,,5,0.0,1.0,0.0
 I am loving it,,5,0.0,0.339,0.661
 A big thanks,,5,0.0,0.256,0.744
for one,,5,0.0,1.0,0.0
 There is nothing like this app for women shopping,,5,0.209,0.791,0.0
 The app that works for me,,5,0.0,1.0,0.0
amazing app for women shopping,,5,0.0,0.513,0.487
 There is absolutely nothing like this app,,5,0.285,0.715,0.0
So nice,Nice,5,0.0,0.244,0.756
a big thanks for making women shopping so easy and assessible,,5,0.0,0.546,0.454
a wow app,,5,0.0,0.208,0.792
it is perfect and extrodinary app for women shopping,,5,0.0,0.684,0.316
 It is something that works for me all the times,,5,0.0,1.0,0.0
an absolutely amazing app for women shopping,,5,0.0,0.594,0.406
 I am quite happy with everything here,,5,0.0,0.556,0.444
 Thanks,,5,0.0,0.0,1.0
wow app! Nothing really beats this app for women shopping,A,5,0.0,0.687,0.313
 A big thanks to you,A,5,0.0,0.508,0.492
love it,,5,0.0,0.192,0.808
" Something that I am passionate about, and definitely beats voonik in all the aspects",,5,0.0,0.643,0.357
there could not have been anything better than this,,5,0.0,0.734,0.266
 It is like so ahead of voonik,,5,0.0,0.706,0.294
wow app,,5,0.0,0.208,0.792
" Thanks for making life so better, flyrobe is definatley ahead of others",,5,0.0,0.601,0.399
"when I do this head to head comparision, your app appears far better than others like voonik",,5,0.0,0.722,0.278
wow app,,5,0.0,0.208,0.792
" If there is something so better than voonik, this has to be your app",,5,0.0,0.777,0.223
fine and awesome,Good,5,0.0,0.145,0.855
 The app that really gets over voonik and others,Good,5,0.0,1.0,0.0
 I like it,Good,5,0.0,0.286,0.714
I liked it,Good,5,0.0,0.263,0.737
"it is better than koovs, for me, it works the best",,5,0.0,0.559,0.441
" A big thanks it is better than koovs, for me, it works the best",,5,0.0,0.5,0.5
 A big thanks to you all folks you all folks,,5,0.0,0.734,0.266
"I like this app, really this is something better than voonik and others",,5,0.0,0.649,0.351
 Quite good,,5,0.0,0.238,0.762
better than voonik and many others,,5,0.0,0.633,0.367
 It works the best for me,,5,0.0,0.543,0.457
 I like it,,5,0.0,0.286,0.714
Best return services ever you can return it every time according to your convenience the clothes are also of really good quality better than voonik,Useful....,5,0.0,0.676,0.324
solid and so ahead of voonik,,5,0.0,0.758,0.242
 For me,,5,0.0,1.0,0.0
 There is absolutely nothing like this app,,5,0.285,0.715,0.0
this is like powerful and awesome app,,5,0.0,0.299,0.701
 It works so better and efficiently for me,,5,0.0,0.472,0.528
 I like using it,,5,0.0,0.444,0.556
this app is real deal breaker,,5,0.0,1.0,0.0
" Something that works efficiently, and is better than roposo",,5,0.0,0.556,0.444
 A big thanks to you all,,5,0.0,0.58,0.42
clearly an app that takes the lead over roposo,,5,0.0,0.748,0.252
 A big thanks to you all,,5,0.0,0.58,0.42
I cant see any reason why I wont dub it better than its peers even ahead of roposo,,5,0.138,0.862,0.0
Usefullthis app gets better rank than roposo in like all the aspects,,5,0.0,0.649,0.351
 Thanks,,5,0.0,0.0,1.0
better app,,5,0.0,0.256,0.744
 It works far nicer than roposo,,5,0.0,0.633,0.367
 A big thanks to you all,,5,0.0,0.58,0.42
the app is amazing,5ygb,5,0.0,0.441,0.559
 The ui is even better than other fashion apps like roposo,5ygb,5,0.0,0.625,0.375
 Thanks,5ygb,5,0.0,0.0,1.0
"the tariff is not very high, and is in budget",,5,0.0,1.0,0.0
 Very easy to rent cloths this way,,5,0.0,0.653,0.347
 A big thanks ot you all,,5,0.0,0.58,0.42
"has been using it for some time, and boy! I am delighted",,5,0.0,0.736,0.264
this app is good to rent cloths,,5,0.0,0.674,0.326
 Quite quality work,,5,0.0,1.0,0.0
 I am impressed,,5,0.0,0.244,0.756
it is better way to rent cloths,,5,0.0,0.674,0.326
 I am so happy with it for sure,,5,0.0,0.443,0.557
 Its great to u use ir,,5,0.0,0.494,0.506
 had a wonderful experience,,5,0.0,0.351,0.649
Thanks,,5,0.0,0.0,1.0
it is so better to rent cloths! Helps me a lot,,5,0.0,0.547,0.453
 So better and awesome,,5,0.0,0.209,0.791
 :),,5,0.0,0.0,1.0
very good app to rent cloths,,5,0.0,0.61,0.39
" I have been using it, and I am quite satisfied",,5,0.0,0.694,0.306
there is nothing quite as good as this app to rent cloths on the go,,5,0.157,0.843,0.0
 It works the best for me,,5,0.0,0.543,0.457
Good,,5,0.0,0.0,1.0
Amazing application with so many great things to use in it I would buy it already,Good,5,0.0,0.614,0.386
wow! This one outsmarts koovs by miles,Flyrope,5,0.0,0.595,0.405
 I like it,Flyrope,5,0.0,0.286,0.714
masterly app that is like so better than koovs and others,,5,0.0,0.591,0.409
 A big thanks to you all,,5,0.0,0.58,0.42
wow app,,5,0.0,0.208,0.792
" Seriously, this one is like so good, hands down better than koovs",,5,0.09,0.425,0.485
this is good,,5,0.0,0.408,0.592
 Koovs need to learn a lot from this app for sure,,5,0.0,0.796,0.204
there is nothing quite like this app,Nyc,5,0.279,0.721,0.0
 Seriously better than koovs,Nyc,5,0.258,0.303,0.439
perfect,,5,0.0,0.0,1.0
 Something that works the best,,5,0.0,0.488,0.512
 And it is definitely better than koovs,,5,0.0,0.472,0.528
"it is better than koovs, for me, it works the best",,5,0.0,0.559,0.441
 A big thanks to you all folks,,5,0.0,0.633,0.367
an app that beats koovs and others hands down,,5,0.0,1.0,0.0
 Prfect and good,,5,0.0,0.408,0.592
"well done, your app for women shopping is just too good",,5,0.0,0.643,0.357
 I like it,,5,0.0,0.286,0.714
love it,,5,0.0,0.192,0.808
 It just works the best for me,,5,0.0,0.588,0.412
 The most wholesome women shopping app so far,,5,0.0,1.0,0.0
 Wow,,5,0.0,0.0,1.0
awesome app for women shopping,,5,0.0,0.494,0.506
 I cant find anything that works this well for me,,5,0.0,0.771,0.229
amazing app! Has turned the tables when someone talks of women shopping,,5,0.0,0.729,0.271
delighted,Nice,5,0.0,0.0,1.0
 It works wow for me,Nice,5,0.0,0.513,0.487
 Kudos for everything that you’ve done,Nice,5,0.0,0.602,0.398
a big thanks for making women shopping so easy and assessible,,5,0.0,0.546,0.454
a wow app,,5,0.0,0.208,0.792
amazing app for women shopping,,5,0.0,0.513,0.487
 There is absolutely nothing like this app,,5,0.285,0.715,0.0
wow app! Nothing really beats this app for women shopping,,5,0.0,0.687,0.313
 A big thanks to you,,5,0.0,0.508,0.492
there could not have been anything better than this,,5,0.0,0.734,0.266
 It is like so ahead of voonik,,5,0.0,0.706,0.294
better app for sure,Nice app,5,0.0,0.278,0.722
 Something that is like so better than voonik,Nice app,5,0.0,0.49,0.51
 I am loving it,Nice app,5,0.0,0.339,0.661
a much better app for women shopping,agrawal,5,0.0,0.633,0.367
 Clearly there is no divide here,agrawal,5,0.247,0.449,0.303
 A big thanks to you guys,agrawal,5,0.0,0.58,0.42
this is completely different than others,,5,0.0,1.0,0.0
" Finally there is no disconnect here, better than voonik",,5,0.182,0.579,0.24
"I tried hard to find an app that works this way, and boy! I must say that I am delighted",,5,0.07,0.75,0.18
 A big thanks to you all,,5,0.0,0.58,0.42
clearly this one works for me,,5,0.0,0.649,0.351
 Thanks for this app which is like better than voonik,,5,0.0,0.458,0.542
"I like this app, really this is something better than voonik and others",,5,0.0,0.649,0.351
 Quite good,,5,0.0,0.238,0.762
fine and awesome,,5,0.0,0.145,0.855
 The app that really gets over voonik and others,,5,0.0,1.0,0.0
 I like it,,5,0.0,0.286,0.714
I like this app,,5,0.0,0.444,0.556
 It is like so better than voonik and othrs,,5,0.0,0.529,0.471
 Too good,,5,0.0,0.256,0.744
this app is real deal breaker,,5,0.0,1.0,0.0
" Something that works efficiently, and is better than roposo",,5,0.0,0.556,0.444
 A big thanks to you all,,5,0.0,0.58,0.42
the best app for women sopping is this,Good,5,0.0,0.625,0.375
 It works the best for sure,Good,5,0.0,0.381,0.619
works like a charm,,5,0.0,0.161,0.839
 An app that is like so better than roposo in many ways,,5,0.0,0.616,0.384
finer than most of the other apps,,5,0.0,1.0,0.0
 It definitely is like way ahead of roposo in all the aspects,,5,0.0,0.658,0.342
this app is just too better than roposo,,5,0.0,0.707,0.293
 Quite nice and brilliant,,5,0.0,0.218,0.782
"the tariff is not very high, and is in budget",,5,0.0,1.0,0.0
 Very easy to rent cloths this way,,5,0.0,0.653,0.347
 A big thanks ot you all,,5,0.0,0.58,0.42
wow app! Really this app gets me cloths at better rates than roposo,wow app! Really this app gets me cloths at better rates than roposo.,5,0.0,0.611,0.389
all I can say that this app has made it easy to rent cloths,,5,0.0,0.805,0.195
 Supernice,,5,0.0,1.0,0.0
very good,,5,0.0,0.238,0.762
 For one,,5,0.0,1.0,0.0
 I like that this app allows me to rent cloths with my convinience,,5,0.0,0.815,0.185
 A big thanks,,5,0.0,0.256,0.744
"has been using it for some time, and boy! I am delighted",Super,5,0.0,0.736,0.264
powerful app,Love,5,0.0,0.263,0.737
 The system works well for me and I im impressed with its concept to help me rentcloths,Love,5,0.0,0.622,0.378
it is better way to rent cloths,,5,0.0,0.674,0.326
 I am so happy with it for sure,,5,0.0,0.443,0.557
 Thanks,,5,0.0,0.0,1.0
a big thanks for making it so simple and fun to rent cloths,,5,0.0,0.607,0.393
 I am loving it,,5,0.0,0.339,0.661
very good app to rent cloths on the go,,5,0.0,0.715,0.285
 It is just too good and fantastic,,5,0.0,0.435,0.565
wow! Never knew that it would be this easy to rent cloths,Loved it,5,0.0,0.573,0.427
 I am delighted with it,Loved it,5,0.0,0.476,0.524
very good app to rent cloths,Good app,5,0.0,0.61,0.39
" I have been using it, and I am quite satisfied",Good app,5,0.0,0.694,0.306
 app,Good app,5,0.0,1.0,0.0
so happy,,5,0.0,0.2,0.8
" This is how it is, I like it to rent cloths on the go",,5,0.0,0.828,0.172
 It works for me,,5,0.0,1.0,0.0
Order one size smaller than yours!!! Quick delivery,,2,0.0,1.0,0.0
 if you want replace or exchange product then service might not be attempted,,2,0.0,0.902,0.098
make sure you place right size,,2,0.0,0.685,0.315
I rented an Ethnic wear from this app and overall my experience was not good,Pathetic Experience,1,0.156,0.844,0.0
" Firstly, the so called fitting expert was rude and did not cooperate at all",Pathetic Experience,1,0.188,0.812,0.0
" Then, the garment I received was stinky",Pathetic Experience,1,0.333,0.667,0.0
 My first experience with flyrobe was not up to the mark,Pathetic Experience,1,0.0,1.0,0.0
 I found Rent It Bae's services much better and prompt,Pathetic Experience,1,0.0,0.734,0.266
"for me, this app is like way better than koovs, a perfect tool",,5,0.0,0.497,0.503
 Thanks,,5,0.0,0.0,1.0
I like this app,,5,0.0,0.444,0.556
 It is like so better than voonik and othrs,,5,0.0,0.529,0.471
 Too good,,5,0.0,0.256,0.744
Amazing experience,,5,0.0,0.208,0.792
No compromise on do they have great dresses and they provide everything on a rental basis for however long you need great to use,,5,0.072,0.658,0.27
Free rental services for designer dresses and bridal gown with help you to save a lot of money on non recurring expenses online,,5,0.0,0.674,0.326
Flyrobe has lots of advantages over other applications for shopping for one day have a great dedicated customer care service that is ready to help any time that you want,Love,5,0.0,0.533,0.467
Very unique idea I have been using this application for the past few years now and I am completely satisfied with agreed to use amazingly good,,5,0.0,0.708,0.292
Definitely one of the mousetrap you would be amazed to use it rather than using any other things,,5,0.0,0.731,0.269
Totally worth the download this application provides you the best clothes online for renting and I have been using this application for quite a long time now,,5,0.0,0.782,0.218
Flyrobe is very cool application the idea and concept is also very unique you will be amazed to find so many good products on rental system here,,5,0.0,0.728,0.272
Women shopping has taken a whole lot of different turn from the application for calcification it is so easy to find wardrobe online,,5,0.0,0.849,0.151
Renting clothes is a great idea it helps you to make sure that you get only the best application clothes out there instead of buying everything,,5,0.0,0.614,0.386
Help me to save a lot of money I spend a lot of money by shopping every month and this is a great way to cut back on rental expenses,Good,5,0.062,0.645,0.293
Every possible rate product is available at a great price from this application to provide you everything you need at one place,,5,0.0,0.83,0.17
Running application great user interface it is so much better to rent clothes from here instead of buying clothes from voonik,,5,0.0,0.723,0.277
So good app have new and latest dresses l like it,,5,0.0,0.584,0.416
Running applications training products they are well designed and so much easier to use than any other applications,Nice,5,0.0,0.755,0.245
Very noteworthy features they have a very cool interface to flyrobe offers you whatever you want all at one place the experience is absolutely stunning,,5,0.0,0.756,0.244
All kinds of great ethnic fashion is found with application I personally don't have grey Disney clothes I can rent them through this application so easily,Amazing,5,0.039,0.715,0.246
I just need to choose the dress and figure size and the dresses delivered on time so much better to use than any other shopping application,Excellent,5,0.0,0.883,0.117
easy to use application the user interface is also really good you will be amazed to rent clothes so well on line,,5,0.0,0.599,0.401
With the click of a button you can find great rental services for clothes online have been recommending it to all my friends and absolutely amazing,,5,0.0,0.661,0.339
Cool proposal like applications do not allow you to rent clothes only allow you to buy them but so many men so much money is wasted on buying clothes you can save that by renting clothes online from here,,5,0.146,0.692,0.162
Women shopping is so much easier with this application is simply don't have to purchase lots of things any more,,5,0.0,0.861,0.139
Very easy to use application they will provide you the clothes in time that you want and the take back is also really good,,5,0.0,0.732,0.268
I really have lesser number of ethnic clothes and this application has been renting all the ethnic wear 1 where that I want thank you so much,,5,0.0,0.797,0.203
Flyrobe Asia fashion rental service whatever I could get was available for a longer,Loved it,5,0.0,1.0,0.0
 of days if I wanted and it was really good to use,Loved it,5,0.0,0.758,0.242
Other applications like voonik or roposo don't give me so many good clothes and wardrobe services this is truly impressive I recommended to Lord of other people to,,5,0.0,0.617,0.383
Is a great way to save money and also have the best look at the cheapest price very great to use,,5,0.0,0.506,0.494
this application provides all services at one place for both kinds of women and men shopping experiences grade to use and son also,Loved it,5,0.0,1.0,0.0
Flyrobe has every type of outfit that I would ever need and it is so much good to know that,,5,0.0,0.85,0.15
How to find the good app that work this way this is absolutely amazing to use completely Great,,5,0.0,0.568,0.432
Santa Claus is a very unique concept and I appreciate the efforts put in by the team it is one of the must have applications for people living in citiesSanta Claus is a very unique concept and I appreciate the efforts put in by the team it is one of the must have applications for people living in cities,,5,0.0,0.908,0.092
koovs application are so much costly and do not help you to save money for this application you will be amazed at the number of hours to save,,5,0.107,0.597,0.296
Integrate breeders I never from this application at very cheap price I was satisfied with the entire service it all went very smoothly,,5,0.0,0.877,0.123
Life is great app they help you to set up everything at one place for men and women shopping you can get all clothes so easily you like,,5,0.0,0.654,0.346
amazing collection,nice app,5,0.0,0.208,0.792
"After seeing the last 3 pathetic reviews, wish i had seen them before",Pathetic and unprofessional,1,0.24,0.584,0.175
 I didnt receive my outfit,Pathetic and unprofessional,1,0.0,1.0,0.0
 No follow up at all,Pathetic and unprofessional,1,0.355,0.645,0.0
 All 3 days i kept on calling on a customer care where no one replies back,Pathetic and unprofessional,1,0.134,0.671,0.195
 No reply to the email,Pathetic and unprofessional,1,0.355,0.645,0.0
 Chats are just waste of time,Pathetic and unprofessional,1,0.359,0.641,0.0
 They kept on hanging me for 2 days that the outfit will be delivered,Pathetic and unprofessional,1,0.0,1.0,0.0
" It was a disheartening exp, waiting for an outfit",Pathetic and unprofessional,1,0.286,0.714,0.0
 I dont think its a set of professional people running this business,Pathetic and unprofessional,1,0.0,1.0,0.0
 Good luck to u guys,Pathetic and unprofessional,1,0.0,0.253,0.747
 Very bad performance,Pathetic and unprofessional,1,0.655,0.345,0.0
We don't get any discount coupon on our frnds first successful order it's too worst if uh can't give the discount coupon den don't even tell the people to share ur app,,1,0.105,0.742,0.153
When an shopping is made so much easier with this application for very cheap price you get great clothes to wear and within a great,,5,0.0,0.651,0.349
koovs and roposo like application or not well designed they have lot of technical issues but this one is absolutely amazing,Great,5,0.053,0.672,0.276
Make it really easy to even rent accessories online for all the clothes that you're ok Chanel Eva best for women shopping,,5,0.0,0.664,0.336
Flyrobe has so many advantages that you will be amazed uses application to try this application once and you will absolutely love it,Outstanding app,5,0.0,0.656,0.344
